YEAR,MONTH,DAY,STID,monthly_predicted_lfm,predicted_lfm,TMAX,TMIN,TAVG,HMAX,HAVG,VDEF,WSMX,WMAX,RAIN,TR05,TR25,TR60,TR75,soil_y_5,soil_y_25,soil_y_60,Date,soil_5_y,soil_25_y,soil_60_y,avg_soil_y,predicted_lfm,date,vpd,rain,kbdi,mean_lfm,lat,long
2017,8,10,WOOD,,84.87742579,92.08,68.5,77.54,99.43,76.09,9.15,25.95,38.43,1.15,1.3822,3.7464,3.7335,-999,0.005206624,1.819195189,1.809076999,8/10/2017,0.005206624,1.819195189,1.809076999,1.211159604,84.87742579,2017810,9.15,1.15,346.6944479,,,
2017,8,11,WOOD,,93.76111407,84.02,61.34,72.99,100,79.1,6.89,20.67,29.44,0.25,1.29,2.7006,3.7315,-999,0.003825641,0.357987947,1.807479123,8/11/2017,0.003825641,0.357987947,1.807479123,0.72309757,93.76111407,2017811,6.89,0.25,243.0486428,,,
2017,8,12,WOOD,,104.980531,73.62,67.33,69.73,99.02,94.13,1.5,13.75,18.41,1.19,1.2863,1.5621,3.7304,-999,0.003778601,0.009492782,1.806596928,8/12/2017,0.003778601,0.009492782,1.806596928,0.606622771,104.980531,2017812,1.5,1.19,157.299186,,,
2017,8,13,WOOD,,100.8751189,81.64,65.64,72.2,99.27,87.88,3.69,9.97,14.54,0,1.2918,1.4195,3.7337,-999,0.003848737,0.005897651,1.809236353,13-08-2017,0.003848737,0.005897651,1.809236353,0.60632758,100.8751189,2017813,3.69,0,219.440639,,,
2017,8,14,WOOD,,88.01644194,89.2,66.81,77.29,99.54,72.98,10.54,12.1,16.52,0,1.3363,1.4877,3.7345,-999,0.004466134,0.007406053,1.809872984,14-08-2017,0.004466134,0.007406053,1.809872984,0.60724839,88.01644194,2017814,10.54,0,304.9240769,,,
2017,8,15,WOOD,,90.9609673,87.84,70.2,77.94,96.34,75.84,8.98,17.57,24.76,0,1.4849,1.532,3.7224,-999,0.007337153,0.008586009,1.800108796,15-08-2017,0.007337153,0.008586009,1.800108796,0.605343986,90.9609673,2017815,8.98,0,287.1419884,,,
2017,8,16,WOOD,,86.1167376,91.42,70.45,79.69,89.4,69.75,11.6,19.51,30.53,0,1.6148,1.565,3.6904,-999,0.011315768,0.009585028,1.772863819,16-08-2017,0.011315768,0.009585028,1.772863819,0.597921538,86.1167376,2017816,11.6,0,336.5991858,,,
2017,8,17,WOOD,,85.5694692,88.34,63.25,76.23,98.83,67.85,11.98,22.39,34.78,0,1.7434,1.5968,3.628,-999,0.017358566,0.010656981,1.71354784,17-08-2017,0.017358566,0.010656981,1.71354784,0.580521129,85.5694692,2017817,11.98,0,293.5432784,,,
2017,8,18,WOOD,,83.25071341,91.51,64.24,78.52,96.61,66.78,13.46,21.16,27.63,0.31,1.5309,1.6169,3.5096,-999,0.008554557,0.011395219,1.577351236,18-08-2017,0.008554557,0.011395219,1.577351236,0.532433671,83.25071341,2017818,13.46,0.31,337.9568148,,,
2017,8,19,WOOD,,77.82590401,95.97,69.82,83.74,93.19,61.62,17.52,15.17,20.6,0,1.5811,1.6409,3.079,-999,0.010113613,0.012343578,0.883967481,19-08-2017,0.010113613,0.012343578,0.883967481,0.302141557,77.82590401,2017819,17.52,0,413.2493809,,,
2017,8,20,WOOD,,80.54381614,93.31,70.2,82.38,86.02,59.74,16.83,27.83,38.01,0.02,1.7744,1.6688,2.7635,-999,0.019240637,0.013545042,0.424831953,20-08-2017,0.019240637,0.013545042,0.424831953,0.15253921,80.54381614,2017820,16.83,0.02,366.3948568,,,
2017,8,21,WOOD,,91.11354716,88.97,69.42,79.7,94.89,69.75,11.42,17.36,25.5,0,1.8963,1.6951,2.6156,-999,0.028810549,0.014783724,0.281257235,21-08-2017,0.028810549,0.014783724,0.281257235,0.108283836,91.11354716,2017821,11.42,0,301.8336186,,,
2017,8,22,WOOD,,99.6568859,84.02,67.73,75.04,92.84,77.64,6.97,20.45,29.37,0,1.9906,1.7205,2.5133,-999,0.039311671,0.016086601,0.207790557,22-08-2017,0.039311671,0.016086601,0.207790557,0.08772961,99.6568859,2017822,6.97,0,243.0486428,,,
2017,8,23,WOOD,,94.30282751,83.07,61.43,71.9,98.07,67.77,9.87,9.54,14.03,0,2.0706,1.7426,2.4429,-999,0.051097612,0.017312493,0.167648794,23-08-2017,0.051097612,0.017312493,0.167648794,0.0786863,94.30282751,2017823,9.87,0,233.296567,,,
2017,8,24,WOOD,,95.05381657,86,60.87,72.85,88.32,69.69,9.47,12.55,16.59,0,2.1694,1.7687,2.3994,-999,0.070466652,0.018880021,0.146513902,24-08-2017,0.070466652,0.018880021,0.146513902,0.078620192,95.05381657,2017824,9.47,0,264.8807719,,,
2017,8,25,WOOD,,105.3073508,79.39,65.07,71.57,98.85,86.22,4.01,15.21,21.63,0.17,2.199,1.7871,2.3726,-999,0.077538866,0.020068836,0.134746925,25-08-2017,0.077538866,0.020068836,0.134746925,0.077451542,105.3073508,2017825,4.01,0.17,199.4987687,,,
2017,8,26,WOOD,,98.63196249,85.86,65.68,74.43,99.77,78.41,7.59,12.16,18.41,0,2.1743,1.8028,2.3535,-999,0.071592824,0.021141607,0.126904004,26-08-2017,0.071592824,0.021141607,0.126904004,0.073212812,98.63196249,2017826,7.59,0,263.2671017,,,
2017,8,27,WOOD,,92.73626231,88.05,63.05,76.34,97.84,71.19,10.7,12.19,17.32,0,2.2562,1.8189,2.3451,-999,0.093183236,0.022300647,0.123591634,27-08-2017,0.093183236,0.022300647,0.123591634,0.079691839,92.73626231,2017827,10.7,0,289.8115923,,,
2017,8,28,WOOD,,88.41533482,84.96,64.33,74.73,95.59,61.16,12.92,14.96,21.63,0,2.3862,1.8416,2.3455,-999,0.140604015,0.024042309,0.123747512,28-08-2017,0.140604015,0.024042309,0.123747512,0.096131279,88.41533482,2017828,12.92,0,253.1516558,,,
2017,8,29,WOOD,,89.5219946,83.52,54.95,69.96,85.02,58.52,12.18,12.34,18.99,0,2.5352,1.8793,2.3562,-999,0.221923031,0.027236489,0.12798621,29-08-2017,0.221923031,0.027236489,0.12798621,0.125715244,89.5219946,2017829,12.18,0,237.8598579,,,
2017,8,30,WOOD,,91.62753395,83.61,52.9,69.45,96.16,63.72,10.88,12.56,18.48,0,2.6553,1.9171,2.3758,-999,0.315210368,0.030858862,0.136104291,30-08-2017,0.315210368,0.030858862,0.136104291,0.160724507,91.62753395,2017830,10.88,0,238.784556,,,
2017,8,31,WOOD,,92.90944168,82.65,54.43,69.42,95.96,66.57,9.98,10.53,14.61,0,2.7672,1.9543,2.3991,-999,0.429039161,0.034885796,0.146377072,31-08-2017,0.429039161,0.034885796,0.146377072,0.20343401,92.90944168,2017831,9.98,0,229.1266222,,,
2017,9,1,WOOD,78.5503631,87.54473235,86.5,59.65,74.04,87.39,61.96,12.57,14.47,22.28,0,2.8788,1.9903,2.4284,-999,0.570287109,0.039272928,0.16031164,9/1/2017,0.570287109,0.039272928,0.16031164,0.256623892,87.54473235,201791,12.57,0,270.7343615,,,
2017,9,2,WOOD,,87.61635975,88.43,63.79,75.65,96.54,65.56,12.21,19.44,28.66,0.02,2.988,2.0335,2.4687,-999,0.733481864,0.045255484,0.181464824,9/2/2017,0.733481864,0.045255484,0.181464824,0.32006739,87.61635975,201792,12.21,0.02,294.7121252,,,
2017,9,3,WOOD,,80.24632107,93.72,63,78.01,96.65,61.18,15.75,12.28,16.66,0,3.1032,2.0872,2.518,-999,0.92545045,0.053943972,0.21075447,9/3/2017,0.92545045,0.053943972,0.21075447,0.396716298,80.24632107,201793,15.75,0,373.2278021,,,
2017,9,4,WOOD,,69.86432096,97.21,65.43,81.39,81.07,51.63,20.8,16.96,22.79,0,3.2334,2.1571,2.585,-999,1.151688192,0.067714553,0.257238222,9/4/2017,1.151688192,0.067714553,0.257238222,0.492213656,69.86432096,201794,20.8,0,437.2499924,,,
2017,9,5,WOOD,,83.44685249,76.82,55.06,67.57,72.79,47.54,13.02,18.81,28.27,0,3.3639,2.2538,2.6767,-999,1.368348591,0.092470172,0.334871272,9/5/2017,1.368348591,0.092470172,0.334871272,0.598563345,83.44685249,201795,13.02,0,179.2357743,,,
2017,9,6,WOOD,,81.18590347,80.78,44.72,65.67,81.96,45.94,13.77,13.31,19.37,0,3.4447,2.3731,2.7771,-999,1.489536685,0.13495818,0.440447659,9/6/2017,1.489536685,0.13495818,0.440447659,0.688314175,81.18590347,201796,13.77,0,211.5598534,,,
2017,9,7,WOOD,,72.2904949,86.68,60.96,72.96,54.02,40.35,18.01,19.1,26.6,0,3.491,2.4908,2.91,-999,1.553111891,0.194109934,0.614581371,9/7/2017,1.553111891,0.194109934,0.614581371,0.787267732,72.2904949,201797,18.01,0,272.8767262,,,
2017,9,8,WOOD,,71.21174897,86.11,65.21,73.81,60.54,41.66,17.89,22.17,30.69,0,3.5288,2.6375,3.0718,-999,1.601570431,0.299588119,0.871717293,9/8/2017,1.601570431,0.299588119,0.871717293,0.924291948,71.21174897,201798,17.89,0,266.1563822,,,
2017,9,9,WOOD,,76.63332036,84.13,58.89,71.31,75.18,52.06,13.96,18.16,25.86,0,3.5596,2.8321,3.286,-999,1.63870052,0.507832587,1.241354752,9/9/2017,1.63870052,0.507832587,1.241354752,1.129295953,76.63332036,201799,13.96,0,244.2071992,,,
2017,9,10,WOOD,,76.81381981,83.37,57.04,70.13,84.7,56.35,12.73,19.04,26.66,0,3.579,3.0901,3.4482,-999,1.660993339,0.902939723,1.494499977,9/10/2017,1.660993339,0.902939723,1.494499977,1.352811013,76.81381981,2017910,12.73,0,236.3276562,,,
2017,9,11,WOOD,,70.16214951,87.03,55.83,72.04,81.84,51.32,15.23,9.86,15.49,0,3.5933,3.3706,3.5449,-999,1.676884407,1.378848277,1.621244927,9/11/2017,1.676884407,1.378848277,1.621244927,1.558992537,70.16214951,2017911,15.23,0,277.0964822,,,
2017,9,12,WOOD,,70.77449632,85.42,53.44,70.14,86.1,52.02,14.31,11.11,16.3,0,3.605,3.5662,3.6074,-999,1.68954569,1.646379667,1.692105123,9/12/2017,1.68954569,1.646379667,1.692105123,1.67601016,70.77449632,2017912,14.31,0,258.2664743,,,
2017,9,13,WOOD,,62.25452134,92.17,54.43,74.1,83.32,47.5,18.62,15.5,20.47,0,3.6152,3.6451,3.6487,-999,1.700334801,1.730637605,1.734154174,13-09-2017,1.700334801,1.730637605,1.734154174,1.72170886,62.25452134,2017913,18.62,0,348.0963404,,,
2017,9,14,WOOD,,52.09244865,96.78,61.72,80.93,62.46,40.47,23.91,21.3,29.01,0,3.618,3.6885,3.6826,-999,1.703256108,1.771179954,1.765903072,14-09-2017,1.703256108,1.771179954,1.765903072,1.746779712,52.09244865,2017914,23.91,0,428.7628516,,,
2017,9,15,WOOD,,71.36966575,88.48,71.11,78.52,79.23,60.9,13.56,23.58,31.56,0.01,3.6235,3.7098,3.7048,-999,1.708943878,1.78963011,1.785382793,15-09-2017,1.708943878,1.78963011,1.785382793,1.761318927,71.36966575,2017915,13.56,0.01,295.3636975,,,
2017,9,16,WOOD,,63.4963384,94.37,69.48,80.34,86.17,55.91,17.72,27,39.46,0.12,3.6231,3.7264,3.715,-999,1.708532476,1.803368762,1.79399344,16-09-2017,1.708532476,1.803368762,1.79399344,1.768631559,63.4963384,2017916,17.72,0.12,384.343518,,,
2017,9,17,WOOD,,89.22619091,77.7,58.33,66.67,94.49,83.61,4,12.25,17.61,0,3.6131,3.7353,3.7218,-999,1.698132413,1.810508357,1.799617048,17-09-2017,1.698132413,1.810508357,1.799617048,1.769419273,89.22619091,2017917,4,0,185.8910284,,,
2017,9,18,WOOD,,83.7206878,85.41,62.6,73.64,95.27,75.16,8.34,30.15,39.75,0.31,3.0628,3.745,3.7255,-999,0.856472538,1.818112744,1.802638048,18-09-2017,0.856472538,1.818112744,1.802638048,1.492407777,83.7206878,2017918,8.34,0.31,258.1540621,,,
2017,9,19,WOOD,,68.3202638,94.08,69.98,80.66,79.61,56.87,17.57,28.27,40.78,0,2.5797,3.7404,3.7296,-999,0.253261675,1.814529396,1.805953831,19-09-2017,0.253261675,1.814529396,1.805953831,1.2912483,68.3202638,2017919,17.57,0,379.3407809,,,
2017,9,20,WOOD,,74.436947,87.76,63.23,74.5,93.1,56.37,14.14,27.67,37.49,0,2.6933,3.7421,3.7312,-999,0.350796002,1.815858463,1.807238762,20-09-2017,0.350796002,1.815858463,1.807238762,1.324631076,74.436947,2017920,14.14,0,286.1321434,,,
2017,9,21,WOOD,,70.96798083,96.24,62.1,80.56,94.34,63.93,15.44,25.41,35.08,0,2.9448,3.7473,3.7379,-999,0.666266232,1.819889048,1.812564653,21-09-2017,0.666266232,1.819889048,1.812564653,1.432906644,70.96798083,2017921,15.44,0,418.3528167,,,
2017,9,22,WOOD,,69.89147708,92.17,72.05,81.11,82.72,61.96,15.06,24.11,34.85,0,3.2743,3.7502,3.7463,-999,1.221623854,1.822114202,1.819117997,22-09-2017,1.221623854,1.822114202,1.819117997,1.620952018,69.89147708,2017922,15.06,0,348.0963404,,,
2017,9,23,WOOD,,71.54622422,88.52,68.47,78.08,87.02,61.95,13.68,21.99,31.05,0,3.4576,3.7566,3.7509,-999,1.507704603,1.826967864,1.822648887,23-09-2017,1.507704603,1.826967864,1.822648887,1.719107118,71.54622422,2017923,13.68,0,295.8860968,,,
2017,9,24,WOOD,,80.17776145,86.16,67.59,74.27,87.41,71.65,8.94,22.68,30.91,0,3.5123,3.7632,3.7562,-999,1.580806525,1.831891676,1.826666799,24-09-2017,1.580806525,1.831891676,1.826666799,1.746455,80.17776145,2017924,8.94,0,266.7384638,,,
2017,9,25,WOOD,,95.94713834,73.58,62.4,67.31,99.01,90.38,2.37,15.48,20.98,0.8,2.8166,3.771,3.7574,-999,0.488158309,1.83760517,1.827569082,25-09-2017,0.488158309,1.83760517,1.827569082,1.384444187,95.94713834,2017925,2.37,0.8,157.0459995,,,
2017,9,26,WOOD,,98.77437371,62.67,54.37,57.71,99.56,90.13,1.66,14.56,19.37,0.04,1.3406,3.7872,3.7583,-999,0.004530793,1.849112325,1.828244,26-09-2017,0.004530793,1.849112325,1.828244,1.227295706,98.77437371,2017926,1.66,0.04,103.5036335,,,
2017,9,27,WOOD,,99.26348893,64.47,54.84,58.31,98.73,92.36,1.38,11.42,15.93,0.07,1.3686,3.7985,3.7626,-999,0.004975287,1.856857401,1.831447455,27-09-2017,0.004975287,1.856857401,1.831447455,1.231093381,99.26348893,2017927,1.38,0.07,110.5027457,,,
2017,9,28,WOOD,,88.89297068,70.18,55.9,61.99,94.9,66.92,6.89,13.75,18.7,0,1.46,3.8041,3.7698,-999,0.006751858,1.860611575,1.836733561,28-09-2017,0.006751858,1.860611575,1.836733561,1.234698998,88.89297068,2017928,6.89,0,137.228817,,,
2017,9,29,WOOD,,96.53497449,69.06,57.02,60.89,97.88,86.38,2.82,8.93,13.01,0.13,1.5053,3.7958,3.7729,-999,0.007854147,1.855027542,1.83897975,29-09-2017,0.007854147,1.855027542,1.83897975,1.233953813,96.53497449,2017929,2.82,0.13,131.3859181,,,
2017,9,30,WOOD,,91.8069198,75.72,55.92,65.35,98.62,77.64,5.34,16.86,23.09,0,1.5086,3.7934,3.7754,-999,0.007941124,1.853390111,1.84077823,30-09-2017,0.007941124,1.853390111,1.84077823,1.234036488,91.8069198,2017930,5.34,0,171.3072408,,,
2017,10,1,WOOD,86.71961686,83.80219967,79.95,62.67,71.03,78.83,65.11,9.61,27,37.04,0,1.5905,3.7863,3.7764,-999,0.010435537,1.848485601,1.841494393,10/1/2017,0.010435537,1.848485601,1.841494393,1.233471844,83.80219967,2017101,9.61,0,204.2601077,,,
2017,10,2,WOOD,,81.93112054,84.61,66.83,74.74,80.56,66.22,10.61,31,43.04,0,1.6903,3.7774,3.7773,-999,0.01454955,1.842208715,1.842137366,10/2/2017,0.01454955,1.842208715,1.842137366,1.23296521,81.93112054,2017102,10.61,0,249.3358482,,,
2017,10,3,WOOD,,90.63272161,81.23,65.61,72.31,95.08,79,5.98,25.88,36.01,0,1.7734,3.7679,3.7733,-999,0.019176881,1.835348032,1.839268283,10/3/2017,0.019176881,1.835348032,1.839268283,1.231264399,90.63272161,2017103,5.98,0,215.642415,,,
2017,10,4,WOOD,,95.28283297,79.7,65.39,71.17,98.03,87.94,3.51,11.7,15.64,0,1.8162,3.759,3.7711,-999,0.022101978,1.828767875,1.837677683,10/4/2017,0.022101978,1.828767875,1.837677683,1.229515845,95.28283297,2017104,3.51,0,202.1184866,,,
2017,10,5,WOOD,,98.36687114,72.43,66.24,69.21,98.46,92.31,1.9,21.59,32.59,0.56,1.5327,3.753,3.7682,-999,0.008606083,1.824247308,1.835567247,10/5/2017,0.008606083,1.824247308,1.835567247,1.22280688,98.36687114,2017105,1.9,0.56,149.973488,,,
2017,10,6,WOOD,,88.94354745,88.16,59.65,73.26,98.39,80.29,6.93,25.5,33.91,0.5,1.3118,3.7524,3.7696,-999,0.00411491,1.823791478,1.836588033,10/6/2017,0.00411491,1.823791478,1.836588033,1.22149814,88.94354745,2017106,6.93,0.5,291.2208703,,,
2017,10,7,WOOD,,79.45847279,80.06,49.82,64.84,95.14,53.12,11.99,17.67,25.37,0,1.3124,3.7518,3.7672,-999,0.004123173,1.823334959,1.834835876,10/7/2017,0.004123173,1.823334959,1.834835876,1.220764669,79.45847279,2017107,11.99,0,205.2106977,,,
2017,10,8,WOOD,,75.51069619,84.31,55.54,69.08,67.62,47.52,14.09,21.92,31.56,0,1.3433,3.752,3.77,-999,0.004571869,1.823487208,1.836879015,10/8/2017,0.004571869,1.823487208,1.836879015,1.221646031,75.51069619,2017108,14.09,0,246.1164327,,,
2017,10,9,WOOD,,92.58700071,67.01,44.35,56.3,96.15,70.1,5,25.21,35.81,0,1.418,3.74,3.7704,-999,0.005868173,1.814215856,1.8371697,10/9/2017,0.005868173,1.814215856,1.8371697,1.219084576,92.58700071,2017109,5,0,121.4815111,,,
2017,10,10,WOOD,,93.36785274,60.22,39.94,48.35,94.77,65.99,4.59,20.33,30.69,0.1,1.4443,3.732,3.7733,-999,0.006406985,1.807879331,1.839268283,10/10/2017,0.006406985,1.807879331,1.839268283,1.217851533,93.36785274,20171010,4.59,0.1,94.90968748,,,
2017,10,11,WOOD,,87.62279279,71.44,35.88,55.18,95.09,60.69,7.66,18.05,24.85,0,1.4892,3.7189,3.7806,-999,0.007443229,1.797230104,1.844482216,10/11/2017,0.007443229,1.797230104,1.844482216,1.216385183,87.62279279,20171011,7.66,0,144.193765,,,
2017,10,12,WOOD,,80.82377309,85.17,53.71,69.32,74.98,60.23,11.32,24.56,34.72,0,1.5394,3.6877,3.7868,-999,0.008800605,1.770468708,1.848833962,10/12/2017,0.008800605,1.770468708,1.848833962,1.209367759,80.82377309,20171012,11.32,0,255.4724978,,,
2017,10,13,WOOD,,84.14710156,78.57,63.05,70.48,88.39,64.71,9.63,19.46,26.15,0,1.5825,3.6344,3.788,-999,0.010160925,1.720018963,1.849668184,13-10-2017,0.010160925,1.720018963,1.849668184,1.193282691,84.14710156,20171013,9.63,0,192.7565427,,,
2017,10,14,WOOD,,80.2488408,88.7,51.37,73.87,89.32,62.51,11.82,30.31,46.39,0,1.6291,3.5732,3.7847,-999,0.011867881,1.654417156,1.847367804,14-10-2017,0.011867881,1.654417156,1.847367804,1.171217614,80.2488408,20171014,11.82,0,298.2495048,,,
2017,10,15,WOOD,,89.36955269,65.39,40.81,52.66,84.44,54.25,7.07,14.9,22.44,0,1.715,3.519,3.7775,-999,0.015795146,1.589310961,1.842280046,15-10-2017,0.015795146,1.589310961,1.842280046,1.149128718,89.36955269,20171015,7.07,0,114.3236629,,,
2017,10,16,WOOD,,85.08967849,72.45,38.98,55.73,86.98,49.64,9.46,16.08,22.15,0,1.7864,3.4659,3.7799,-999,0.020022281,1.519210452,1.84398649,16-10-2017,0.020022281,1.519210452,1.84398649,1.127739741,85.08967849,20171016,9.46,0,150.0931404,,,
2017,10,17,WOOD,,79.2148933,78.33,50.74,63.35,54.2,40.66,13.01,21.39,30.53,0,1.8387,3.3001,3.7843,-999,0.023812526,1.264935387,1.84708763,17-10-2017,0.023812526,1.264935387,1.84708763,1.045278514,79.2148933,20171017,13.01,0,190.8335161,,,
2017,10,18,WOOD,,76.67173669,84.6,53.83,68.19,60.62,43.36,14.84,24.02,33.76,0,1.8819,3.1341,3.7869,-999,0.027471613,0.978947378,1.84890358,18-10-2017,0.027471613,0.978947378,1.84890358,0.95177419,76.67173669,20171018,14.84,0,249.2277763,,,
2017,10,19,WOOD,,82.41946817,80.13,50.07,65.52,79.83,49.86,12.04,18.9,25.86,0,1.9167,3.0415,3.7851,-999,0.030818151,0.820728895,1.847647689,19-10-2017,0.030818151,0.820728895,1.847647689,0.899731578,82.41946817,20171019,12.04,0,205.8182705,,,
2017,10,20,WOOD,,91.41323597,77,57.85,67.39,86.81,69.48,7.41,32.64,45.3,0,1.9428,2.9797,3.7857,-999,0.033588639,0.720323803,1.848066971,20-10-2017,0.033588639,0.720323803,1.848066971,0.867326471,91.41323597,20171020,7.41,0,180.5740134,,,
2017,10,21,WOOD,,89.98516167,77.86,50.58,65.34,88.11,61.83,8.32,27.56,40.49,0,1.9636,2.9212,3.7843,-999,0.035970706,0.630961,1.84708763,21-10-2017,0.035970706,0.630961,1.84708763,0.838006445,89.98516167,20171021,8.32,0,187.1319603,,,
2017,10,22,WOOD,,86.70495244,71.94,36.52,55.07,87.41,45.37,10.1,14.16,20.24,0,2.0192,2.9055,3.7802,-999,0.043182513,0.608070346,1.844199054,22-10-2017,0.043182513,0.608070346,1.844199054,0.831817304,86.70495244,20171022,10.1,0,147.0780508,,,
2017,10,23,WOOD,,84.46579134,71.67,47.57,58.52,61.36,37.04,11.3,22.3,32.73,0,2.059,2.898,3.7816,-999,0.049196043,0.597309296,1.845188842,23-10-2017,0.049196043,0.597309296,1.845188842,0.830564727,84.46579134,20171023,11.3,0,145.5118324,,,
2017,10,24,WOOD,,87.91367454,64.62,40.95,51.57,49.8,32.91,9.46,26.26,36.33,0,2.1045,2.8928,3.7826,-999,0.057074471,0.589915537,1.845893644,24-10-2017,0.057074471,0.589915537,1.845893644,0.830961217,87.91367454,20171024,9.46,0,111.114121,,,
2017,10,25,WOOD,,77.88525773,81.19,40.66,60.81,55.67,33.89,14.8,16.45,23.24,0,2.1315,2.8887,3.7884,-999,0.062315887,0.584125044,1.849945681,25-10-2017,0.062315887,0.584125044,1.849945681,0.832128871,77.88525773,20171025,14.8,0,215.2758935,,,
2017,10,26,WOOD,,82.61749629,74.71,43.56,60.2,50.06,35.47,12.34,32.19,45.1,0,2.1462,2.8581,3.7913,-999,0.065362744,0.542022388,1.851948915,26-10-2017,0.065362744,0.542022388,1.851948915,0.819778016,82.61749629,20171026,12.34,0,164.3914673,,,
2017,10,27,WOOD,,95.72636884,47.86,29.78,38.61,62.65,36.19,5.34,24.16,35.43,0,2.2011,2.8556,3.788,-999,0.078065759,0.538670918,1.849668184,27-10-2017,0.078065759,0.538670918,1.849668184,0.822134954,95.72636884,20171027,5.34,0,64.22155787,,,
2017,10,28,WOOD,,92.13847386,61.84,20.81,41.43,55.08,33.45,7.17,16.86,22.66,0,2.2419,2.8813,3.7921,-999,0.089010785,0.573762204,1.852498874,28-10-2017,0.089010785,0.573762204,1.852498874,0.838423954,92.13847386,20171028,7.17,0,100.4768749,,,
2017,10,29,WOOD,,82.47513279,80.13,41.34,58.58,68.59,41.05,12.34,16.88,23.24,0,2.2443,2.8687,3.8004,-999,0.089698375,0.556382001,1.858137336,29-10-2017,0.089698375,0.556382001,1.858137336,0.834739237,82.47513279,20171029,12.34,0,205.8182705,,,
2017,10,30,WOOD,,94.90121136,55.47,38.11,47.6,78.02,51.07,5.77,21.63,31.5,0,2.2582,2.8424,3.7991,-999,0.093781457,0.52120017,1.857262281,30-10-2017,0.093781457,0.52120017,1.857262281,0.824081303,94.90121136,20171030,5.77,0,80.90006825,,,
2017,10,31,WOOD,,96.59021234,50.52,31.1,40.63,68.65,46.97,4.86,18.14,29.59,0,2.288,2.8397,3.7989,-999,0.103139424,0.517673489,1.857127392,31-10-2017,0.103139424,0.517673489,1.857127392,0.825980102,96.59021234,20171031,4.86,0,69.36474302,,,
2017,11,1,WOOD,93.99084651,88.7351269,75.94,39.38,56.31,86.9,56.2,9.06,21.39,30.24,0,2.2909,2.8308,3.8035,-999,0.104095989,0.50616203,1.860211982,11/1/2017,0.104095989,0.50616203,1.860211982,0.82349,88.7351269,2017111,9.06,0,172.8592136,,,
2017,11,2,WOOD,,97.57163746,59.99,46.07,51.74,94.08,67.81,4.4,20.29,27.47,0,2.3025,2.8052,3.801,-999,0.108006907,0.474029594,1.858540201,11/2/2017,0.108006907,0.474029594,1.858540201,0.813525567,97.57163746,2017112,4.4,0,94.15422911,,,
2017,11,3,WOOD,,100.0386449,55.87,40.83,47.85,97.78,74.08,3.11,13.23,18.05,0,2.3168,2.7891,3.8004,-999,0.113019345,0.454571678,1.858137336,11/3/2017,0.113019345,0.454571678,1.858137336,0.80857612,100.0386449,2017113,3.11,0,81.95912103,,,
2017,11,4,WOOD,,97.78394811,70.72,37.73,52.19,100,78.76,4.33,16.76,23.82,0,2.328,2.7773,3.7991,-999,0.117097476,0.440680405,1.857262281,11/4/2017,0.117097476,0.440680405,1.857262281,0.805013388,97.78394811,2017114,4.33,0,140.1616378,,,
2017,11,5,WOOD,,96.4121692,70.54,39.02,51.17,92.32,68.81,5.09,19.8,27.47,0,2.344,2.7583,3.7971,-999,0.123163916,0.418971115,1.855910201,11/5/2017,0.123163916,0.418971115,1.855910201,0.799348411,96.4121692,2017115,5.09,0,139.1754644,,,
2017,11,6,WOOD,,102.6934813,48.43,31.41,38.88,96.99,80.88,1.71,11.04,14.61,0,2.3791,2.7634,3.795,-999,0.137517386,0.424718672,1.854482873,11/6/2017,0.137517386,0.424718672,1.854482873,0.805572977,102.6934813,2017116,1.71,0,65.26838555,,,
2017,11,7,WOOD,,99.43423974,48.33,30.51,37.54,87.02,59,3.4,15.99,22.37,0,2.4152,2.7719,3.7979,-999,0.153889426,0.434427833,1.856451884,11/7/2017,0.153889426,0.434427833,1.856451884,0.814923048,99.43423974,2017117,3.4,0,65.08262731,,,
2017,11,8,WOOD,,97.40761577,51.19,31.39,38.71,70.98,48.96,4.45,9.82,13.52,0,2.4368,2.7763,3.8012,-999,0.164525507,0.439517573,1.858674349,11/8/2017,0.164525507,0.439517573,1.858674349,0.820905809,97.40761577,2017118,4.45,0,70.76850255,,,
2017,11,9,WOOD,,97.11153423,60.35,27.16,43.06,86.95,61.93,4.59,9.41,13.15,0,2.4529,2.7756,3.8057,-999,0.172886125,0.438704929,1.861674072,11/9/2017,0.172886125,0.438704929,1.861674072,0.824421709,97.11153423,2017119,4.59,0,95.34043679,,,
2017,11,10,WOOD,,102.7028365,51.78,33.59,42.73,96.77,82.97,1.62,18.79,26.02,0,2.4644,2.7645,3.8061,-999,0.179092696,0.425966002,1.861938997,11/10/2017,0.179092696,0.425966002,1.861938997,0.822332565,102.7028365,20171110,1.62,0,72.04307897,,,
2017,11,11,WOOD,,100.6383196,67.69,43.1,53.98,99.28,83.88,2.76,15.08,21.63,0,2.4581,2.7455,3.808,-999,0.175667974,0.404802919,1.863193575,11/11/2017,0.175667974,0.404802919,1.863193575,0.814554823,100.6383196,20171111,2.76,0,124.6581088,,,
2017,11,12,WOOD,,102.5608368,55,36.4,47.71,99.97,85.95,1.75,15.44,21.34,0,2.4758,2.7304,3.8045,-999,0.185443843,0.388559995,1.860877619,11/12/2017,0.185443843,0.388559995,1.860877619,0.811627152,102.5608368,20171112,1.75,0,79.68171128,,,
